IDRPoste;ADRPoste;CodeCommuneINSEE;NomCommune;DemandeProximite;CapaciteSansContrainte;ZoneTarifaireTURPE;PlageTarifInjection;Gabarit;CapacitePosteGabarit;NomZoneGabarit;CapaciteZoneGabarit
RQBILP5;POSTE 150kV N0 1 ROQUEBILLIERE;06103;Roquebillière;;< 5 MW;zone soutirage;;;;;
RQFORP3;POSTE 63kV N0 1 ROQUEFORT;40245;Roquefort;;< 5 MW;;;;;;
RQROUP3;POSTE 63kV N0 1 ROQUEROUSSE;13103;Salon-de-Provence;;< 5 MW;zone soutirage;;;;;
RQROUP6;POSTE 225kV N0 1 ROQUEROUSSE;13103;Salon-de-Provence;;< 5 MW;zone soutirage;;;;;
RUBLOP3;POSTE 63kV N0 1 RUBLOTS (LES);89344;Saint-Fargeau;;< 5 MW;;;;;;
RUE  P4;POSTE 90kV N0 1 RUE;80688;Rue;;< 5 MW;;;;;;
RUEILP3;POSTE 63kV N0 1 RUEIL;92063;Rueil-Malmaison;;< 5 MW;zone soutirage;;;;;
RUEILP6;POSTE 225kV N0 1 RUEIL;92063;Rueil-Malmaison;;< 5 MW;zone soutirage;;;;;
RUEYRP3;POSTE 63kV N0 1 RUEYRES;12036;Brommat;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
RUEYRP6;POSTE 225kV N0 1 RUEYRES;12036;Brommat;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
RUEYRP7;POSTE 400kV N0 1 RUEYRES;12036;Brommat;;< 5 MW;;;;;;
RUFFEP3;POSTE 63kV N0 1 RUFFE;34144;Lunas;;< 5 MW;;;;;;
RULHAP6;POSTE 225kV N0 1 RULHAT;63284;Pont-du-Château;;< 5 MW;zone soutirage;;;;;
RULHAP7;POSTE 400kV N0 1 RULHAT;63284;Pont-du-Château;;< 5 MW;;;;;;
RUMENP3;POSTE 63kV N0 1 RUMENGOL;29053;Le Faou;;< 5 MW;;;;;;
S.AIRP6;POSTE 225kV N0 1 SALON-BEL-AIR;13103;Salon-de-Provence;;< 5 MW;;;;;;
S.BARP3;POSTE 63kV N0 1 SERRE-BARBIN;05079;Le Monêtier-les-Bains;;< 5 MW;;;;;;
S.BLAP3;POSTE 63kV N0 1 SALON-CROIX-BLANCHE;13103;Salon-de-Provence;;< 5 MW;zone soutirage;;;;;
S.CHEP4;POSTE 90kV N0 1 SELLES-SUR-CHER;41242;Selles-sur-Cher;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;gabarit en injection;< 5 MW;Varennes;65 MW
S.DAMP3;POSTE 63kV N0 1 SOISSONS-NOTRE-DAME;02226;Courmelles;;< 5 MW;;;;;;
S.DAMP6;POSTE 225kV N0 1 SOISSONS-NOTRE-DAME;02226;Courmelles;;< 5 MW;;;;;;
S.DENP3;POSTE 63kV N0 1 SEPT-DENIERS;31555;Toulouse;;< 5 MW;zone soutirage;;;;;
S.FOUP3;POSTE 63kV N0 1 SIX-FOURS;83129;Six-Fours-les-Plages;;< 5 MW;zone soutirage;;;;;
S.GIRP3;POSTE 63kV N0 1 SALIN-DE-GIRAUD;13004;Arles;;< 5 MW;;;;;;
S.GUIP4;POSTE 90kV N0 1 SILLE-LE-GUILLAUME;72334;Sillé-le-Guillaume;;< 5 MW;zone soutirage;;;;;
S.LOIP4;POSTE 90kV N0 1 SULLY-SUR-LOIRE;45315;Sully-sur-Loire;;< 5 MW;;;;;;
S.PONP3;POSTE 63kV N0 1 SERRE-PONCON;04033;Ubaye-Serre-Ponçon;;< 5 MW;;;;;;
S.PONP6;POSTE 225kV N0 1 SERRE-PONCON;04033;Ubaye-Serre-Ponçon;;< 5 MW;;;;;;
S.UNIP3;POSTE 63kV N0 1 SARRE-UNION;67434;Sarre-Union;;< 5 MW;;;;;;
SABLEP4;POSTE 90kV N0 1 SABLE;72264;Sablé-sur-Sarthe;;< 5 MW;zone soutirage;;;;;
SABRAP3;POSTE 63kV N0 1 SABRAN;30225;Sabran;;< 5 MW;zone soutirage;;;;;
SACL5P6;POSTE 225kV N0 1 SACLAY (PLATEAU);91534;Saclay;;< 5 MW;zone soutirage;;;;;
SADIRP3;POSTE 63kV N0 1 SADIRAC;33363;Sadirac;;< 5 MW;;;;;;
SAGN5P3;POSTE 63kV N0 1 SAGNES (LES);05023;Briançon;;< 5 MW;;;;;;
SAILLP4;POSTE 90kV N0 1 SAILLANT (LE);19005;Allassac;;< 5 MW;;;;;;
SAIN5P3;POSTE 63kV N0 1 SAINTOIS;54513;Tantonville;;< 5 MW;;;;;;
SAINNP4;POSTE 90kV N0 1 SAINNEVILLE;76551;Sainneville;;< 5 MW;;;;;;
SAINNP6;POSTE 225kV N0 1 SAINNEVILLE;76551;Sainneville;;< 5 MW;;;;;;
SAINTP4;POSTE 90kV N0 1 SAINTES;17415;Saintes;;< 5 MW;;;;;;
SAINTP6;POSTE 225kV N0 1 SAINTES;17415;Saintes;;< 5 MW;;;;;;
SAISSP3;POSTE 63kV N0 1 SAISSE (LA);39435;Pont-de-Poitte;;< 5 MW;;;;;;
SALAIP3;POSTE 63kV N0 1 SALAISE;38468;Salaise-sur-Sanne;;< 5 MW;zone soutirage;;;;;
SALANP3;POSTE 63kV N0 1 SALANQUES;66180;Saint-Laurent-de-la-Salanque;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;gabarit en injection;< 5 MW;Baixas;210 MW
SALELP3;POSTE 63kV N0 1 SALELLES (LES);07305;Les Salelles;;< 5 MW;;;;;;
SALL7P3;POSTE 63kV N0 1 SALLE (LA);71494;La Salle;;< 5 MW;zone soutirage;;;;;
SALLAP3;POSTE 63kV N0 1 SALLANCHES;74256;Sallanches;;< 5 MW;zone soutirage;;;;;
SALSIP3;POSTE 63kV N0 1 SALSIGNE;11099;Conques-sur-Orbiel;;< 5 MW;;;;;;
SAMERP4;POSTE 90kV N0 1 SAMER;62821;Tingry;;< 5 MW;;;;;;
SAMOIP3;POSTE 63kV N0 1 SAMOIS;77186;Fontainebleau;;< 5 MW;zone soutirage;;;;;
SAMORP3;POSTE 63kV N0 1 SAMOREAU;77442;Samoreau;;< 5 MW;zone soutirage;;;;;
SANCEP3;POSTE 63kV N0 1 SANCERRE;18233;Saint-Satur;;< 5 MW;;;;;;
SANDOP4;POSTE 90kV N0 1 SANDOUVILLE;76660;Sandouville;;< 5 MW;;;;;;
SANDOP6;POSTE 225kV N0 1 SANDOUVILLE;76660;Sandouville;;< 5 MW;;;;;;
SANDRP3;POSTE 63kV N0 1 SANDRICOURT;60395;Méru;;< 5 MW;zone soutirage;;;;;
SANGOP3;POSTE 63kV N0 1 SANGONIS;34239;Saint-André-de-Sangonis;;< 5 MW;;;;;;
SANILP3;POSTE 63kV N0 1 SANILHAC;24312;Sanilhac;;< 5 MW;zone soutirage;;;;;
SANILP6;POSTE 225kV N0 1 SANILHAC;24312;Sanilhac;;< 5 MW;zone soutirage;;;;;
SANSSP3;POSTE 63kV N0 1 SANSSAC (L'EGLISE);43233;Sanssac-l'Église;;< 5 MW;zone soutirage;;;;;
SANSSP6;POSTE 225kV N0 1 SANSSAC (L'EGLISE);43233;Sanssac-l'Église;;< 5 MW;zone soutirage;;;;;
SAONEP3;POSTE 63kV N0 1 SAONE;25532;Saône;;< 5 MW;zone soutirage;;;;;
SAONEP6;POSTE 225kV N0 1 SAONE;25532;Saône;;< 5 MW;zone soutirage;;;;;
SAONNP4;POSTE 90kV N0 1 SAONNET;14668;Saonnet;;< 5 MW;;;;;;
SARANP4;POSTE 90kV N0 1 SARAN;45302;Saran;;< 5 MW;zone soutirage;;;;;
SARDOP3;POSTE 63kV N0 1 SARDON;42225;Genilac;;< 5 MW;zone soutirage;;;;;
SARLAP3;POSTE 63kV N0 1 SARLAT;24520;Sarlat-la-Canéda;;< 5 MW;zone soutirage;;;;;
SARR5P3;POSTE 63kV N0 1 SARRE;63113;Clermont-Ferrand;;< 5 MW;zone soutirage;;;;;
SARR6P3;POSTE 63kV N0 1 SARREGUEMINES;57568;Rémelfing;;< 5 MW;;;;;;
SARR6P6;POSTE 225kV N0 1 SARREGUEMINES;57568;Rémelfing;;< 5 MW;;;;;;
SARR7P3;POSTE 63kV N0 1 SARRALBE;57628;Sarralbe;;< 5 MW;;;;;;
SARR9P6;POSTE 225kV N0 1 SARRALTROFF;57629;Sarraltroff;;< 5 MW;zone soutirage;;;;;
SARREP3;POSTE 63kV N0 1 SARREBOURG;57630;Sarrebourg;;< 5 MW;;;;;;
SARSAP3;POSTE 63kV N0 1 SARSAN;65286;Lourdes;;< 5 MW;zone soutirage;;;;;
SARZEP3;POSTE 63kV N0 1 SARZEAU;56240;Sarzeau;;< 5 MW;zone soutirage;;;;;
SAUCAP3;POSTE 63kV N0 1 SAUCATS;33501;Saucats;zone faisant l'objet de demandes;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;gabarit en injection;50 MW;Saucats;200 MW
SAUCAP6;POSTE 225kV N0 1 SAUCATS;33501;Saucats;zone faisant l'objet de demandes;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;gabarit en injection;200 MW;Saucats;200 MW
SAUCAP7;POSTE 400kV N0 1 SAUCATS;33501;Saucats;;< 5 MW;;;;;;
SAUCLP3;POSTE 63kV N0 1 SAUCLIERES;34032;Béziers;;< 5 MW;zone soutirage;;;;;
SAUCOP4;POSTE 90kV N0 1 SAUCOURT;80597;Nibas;;< 5 MW;;;;;;
SAUDRP3;POSTE 63kV N0 1 SAUDRUPT;55470;Saudrupt;;< 5 MW;;;;;;
SAUGEP4;POSTE 90kV N0 1 SAUGEES;91570;Saint-Michel-sur-Orge;;< 5 MW;zone soutirage;;;;;
SAUILP3;POSTE 63kV N0 1 SAUILLY;89139;Diges;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SAUJOP4;POSTE 90kV N0 1 SAUJON;17421;Saujon;;< 5 MW;;;;;;
SAUL5P6;POSTE 225kV N0 1 SAULNOIS;57381;Laneuveville-en-Saulnois;;< 5 MW;;;;;;
SAUM6P6;POSTE 225kV N0 1 SAUMATY;13055;Marseille;;< 5 MW;zone soutirage;;;;;
SAUMAP6;POSTE 225kV N0 1 SAUMADE;34172;Montpellier;;< 5 MW;zone soutirage;;;;;
SAUMUP4;POSTE 90kV N0 1 SAUMUR;49328;Saumur;;< 5 MW;;;;;;
SAUS2P6;POSTE 225kV N0 1 SAUSSAZ II (LA);73261;Saint-Michel-de-Maurienne;;< 5 MW;;;;;;
SAUS5P6;POSTE 225kV N0 1 SAUSSET;77294;Mitry-Mory;;< 5 MW;zone soutirage;;;;;
SAUS5P7;POSTE 400kV N0 1 SAUSSET;77294;Mitry-Mory;;< 5 MW;;;;;;
SAUS6P4;POSTE 90kV N0 1 SAUSSAYE;45272;Saint-Cyr-en-Val;;< 5 MW;zone soutirage;;;;;
SAUTIP3;POSTE 63kV N0 1 SAUTILLET;02514;Montigny-Lengrain;;< 5 MW;;;;;;
SAUVEP3;POSTE 63kV N0 1 SAUVETAT (LA);47290;La Sauvetat-du-Dropt;;< 5 MW;zone soutirage;;;;;
SAVIGP3;POSTE 63kV N0 1 SAVIGNAC;15231;Talizat;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SAVIGP6;POSTE 225kV N0 1 SAVIGNAC;15231;Talizat;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SCARPP4;POSTE 90kV N0 1 SCARPE;62128;Biache-Saint-Vaast;;< 5 MW;;;;;;
SCHEEP3;POSTE 63kV N0 1 SCHEER;67481;Stotzheim;;< 5 MW;zone soutirage;;;;;
SCHEEP6;POSTE 225kV N0 1 SCHEER;67481;Stotzheim;;< 5 MW;zone soutirage;;;;;
SCHEEP7;POSTE 400kV N0 1 SCHEER;67481;Stotzheim;;< 5 MW;;;;;;
SECARP3;POSTE 63kV N0 1 SECARY;33529;La Teste-de-Buch;;< 5 MW;;;;;;
SEES P4;POSTE 90kV N0 1 SEES;61464;Sées;;< 5 MW;zone soutirage;;;;;
SEGREP4;POSTE 90kV N0 1 SEGRE;49331;Segré-en-Anjou Bleu;;< 5 MW;zone soutirage;;;;;
SEIGYP4;POSTE 90kV N0 1 SEIGY;41239;Seigy;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;gabarit en injection;< 5 MW;Varennes;65 MW
SEINEP3;POSTE 63kV N0 1 SEINE;93066;Saint-Denis;;< 5 MW;zone soutirage;;;;;
SEINEP6;POSTE 225kV N0 1 SEINE;93066;Saint-Denis;;< 5 MW;zone soutirage;;;;;
SELESP3;POSTE 63kV N0 1 SELESTAT;67445;Scherwiller;;< 5 MW;zone soutirage;;;;;
SELONP3;POSTE 63kV N0 1 SELONCOURT;25539;Seloncourt;;< 5 MW;;;;;;
SEMBLP4;POSTE 90kV N0 1 SEMBLANCAY;37245;Semblançay;;< 5 MW;zone soutirage;;;;;
SEMEZP3;POSTE 63kV N0 1 SEMEZIES;32428;Sémézies-Cachan;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;gabarit en injection;< 5 MW;Jalis;105 MW
SEMINP3;POSTE 63kV N0 1 SEMINAIRE;03321;Yzeure;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SEMINP6;POSTE 225kV N0 1 SEMINAIRE;03321;Yzeure;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SENARP6;POSTE 225kV N0 1 SENART;77296;Moissy-Cramayel;;< 5 MW;zone soutirage;;;;;
SENLIP3;POSTE 63kV N0 1 SENLIS;60612;Senlis;;< 5 MW;zone soutirage;;;;;
SENS P3;POSTE 63kV N0 1 SENS;89387;Sens;;< 5 MW;zone soutirage;;;;;
SEPTEP3;POSTE 63kV N0 1 SEPTEMES;13106;Septèmes-les-Vallons;;< 5 MW;zone soutirage;;;;;
SEPTEP6;POSTE 225kV N0 1 SEPTEMES;13106;Septèmes-les-Vallons;;< 5 MW;zone soutirage;;;;;
SEREIP6;POSTE 225kV N0 1 SEREIN;89227;Ligny-le-Châtel;;< 5 MW;;;;;;
SEREIP7;POSTE 400kV N0 1 SEREIN;89227;Ligny-le-Châtel;;< 5 MW;;;;;;
SERMAP4;POSTE 90kV N0 1 SERMAISES;45310;Sermaises;;< 5 MW;;;;;;
SERQUP4;POSTE 90kV N0 1 SERQUIGNY;27622;Serquigny;;< 5 MW;zone soutirage;;;;;
SERRIP3;POSTE 63kV N0 1 SERRIERES;73286;Serrières-en-Chautagne;;< 5 MW;;;;;;
SERRIP6;POSTE 225kV N0 1 SERRIERES;73286;Serrières-en-Chautagne;;< 5 MW;;;;;;
SERV6P4;POSTE 90kV N0 1 SERVON;35327;Servon-sur-Vilaine;;< 5 MW;zone soutirage;;;;;
SERVAP3;POSTE 63kV N0 1 SERVAS;01336;Saint-André-sur-Vieux-Jonc;;< 5 MW;zone soutirage;;;;;
SETE P3;POSTE 63kV N0 1 SETE;34301;Sète;;< 5 MW;zone soutirage;;;;;
SETIEP3;POSTE 63kV N0 1 SETIER;02371;Harly;;< 5 MW;;;;;;
SETIEP6;POSTE 225kV N0 1 SETIER;02371;Harly;;< 5 MW;;;;;;
SEUILP3;POSTE 63kV N0 1 SEUIL;08416;Seuil;;< 5 MW;;;;;;
SEUILP4;POSTE 90kV N0 1 SEUIL;08416;Seuil;;< 5 MW;;;;;;
SEUILP6;POSTE 225kV N0 1 SEUIL;08416;Seuil;;< 5 MW;;;;;;
SEUILP7;POSTE 400kV N0 1 SEUIL;08416;Seuil;;< 5 MW;;;;;;
SEVE5P3;POSTE 63kV N0 1 SEVERAC;44196;Sévérac;;< 5 MW;zone soutirage;;;;;
SEVERP3;POSTE 63kV N0 1 SEVERAC-LE-CHATEAU;12270;Sévérac d'Aveyron;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SEVIGP3;POSTE 63kV N0 1 SEVIGNAC;22337;Sévignac;;< 5 MW;;;;;;
SEYNEP3;POSTE 63kV N0 1 SEYNE (LA);83126;La Seyne-sur-Mer;;< 5 MW;zone soutirage;;;;;
SEYS5P3;POSTE 63kV N0 1 SEYSSES;31547;Seysses;;< 5 MW;zone soutirage;;;;;
SEZANP4;POSTE 90kV N0 1 SEZANNE;51535;Sézanne;;< 5 MW;;;;;;
SIAGNP3;POSTE 63kV N0 1 SIAGNE (LA);06118;Saint-Cézaire-sur-Siagne;;< 5 MW;;;;;;
SIEREP6;POSTE 225kV N0 1 SIERENTZ;68309;Sierentz;;< 5 MW;;;;;;
SIEREP7;POSTE 400kV N0 1 SIERENTZ;68309;Sierentz;;< 5 MW;;;;;;
SIGNEP3;POSTE 63kV N0 1 SIGNES;83127;Signes;;< 5 MW;zone soutirage;;;;;
SINCEP3;POSTE 63kV N0 1 SINCENY;02719;Sinceny;;< 5 MW;;;;;;
SIRMIP4;POSTE 90kV N0 1 SIRMIERE;85191;La Roche-sur-Yon;;< 5 MW;zone soutirage;;;;;
SIRMIP6;POSTE 225kV N0 1 SIRMIERE;85191;La Roche-sur-Yon;;< 5 MW;zone soutirage;;;;;
SISTEP3;POSTE 63kV N0 1 SISTERON;04209;Sisteron;zone faisant l'objet de demandes;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;gabarit en injection;50 MW;Moyenne-Durance;55 MW
SISTEP6;POSTE 225kV N0 1 SISTERON;04209;Sisteron;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SOISSP3;POSTE 63kV N0 1 SOISSONS-SAINT-PAUL;02722;Soissons;;< 5 MW;;;;;;
SOLEIP3;POSTE 63kV N0 1 SOLEIL (LE);42218;Saint-Étienne;;< 5 MW;zone soutirage;;;;;
SOLEIP6;POSTE 225kV N0 1 SOLEIL (LE);42218;Saint-Étienne;;< 5 MW;zone soutirage;;;;;
SOLESP3;POSTE 63kV N0 1 SOLESMES;59571;Solesmes;;< 5 MW;;;;;;
SOLLIP3;POSTE 63kV N0 1 SOLLIES;83131;Solliès-Toucas;;< 5 MW;zone soutirage;;;;;
SOMBUP3;POSTE 63kV N0 1 SOMBUSSY;55292;Liny-devant-Dun;;< 5 MW;;;;;;
SOMMIP3;POSTE 63kV N0 1 SOMMIERES;30321;Sommières;;< 5 MW;zone soutirage;;;;;
SONNEP6;POSTE 225kV N0 1 SONNETTES;94019;Chennevières-sur-Marne;;< 5 MW;zone soutirage;;;;;
SORGUP3;POSTE 63kV N0 1 SORGUES;84129;Sorgues;;< 5 MW;zone soutirage;;;;;
SORIGP4;POSTE 90kV N0 1 SORIGNY;37250;Sorigny;;< 5 MW;zone soutirage;;;;;
SORINP4;POSTE 90kV N0 1 SORINIERES;44198;Les Sorinières;;< 5 MW;;;;;;
SORNAP3;POSTE 63kV N0 1 SORNAT;71047;Bourbon-Lancy;;< 5 MW;;;;;;
SORRUP4;POSTE 90kV N0 1 SORRUS;62799;Sorrus;;< 5 MW;;;;;;
SORRUP6;POSTE 225kV N0 1 SORRUS;62799;Sorrus;;< 5 MW;;;;;;
SOSPEP3;POSTE 63kV N0 1 SOSPEL;06136;Sospel;;< 5 MW;;;;;;
SOUILP3;POSTE 63kV N0 1 SOUILLAC;46309;Souillac;;< 5 MW;zone soutirage;;;;;
SOULLP4;POSTE 90kV N0 1 SOULLANS;85284;Soullans;;< 5 MW;;;;;;
SOULLP6;POSTE 225kV N0 1 SOULLANS;85284;Soullans;;< 5 MW;;;;;;
SOULOP3;POSTE 63kV N0 1 SOULOM;65435;Soulom;;< 5 MW;;;;;;
SOUR5P4;POSTE 90kV N0 1 SOURCE;45272;Saint-Cyr-en-Val;;< 5 MW;zone soutirage;;;;;
SOUSTP3;POSTE 63kV N0 1 SOUSTONS;40310;Soustons;;< 5 MW;zone soutirage;;;;;
SOYAUP4;POSTE 90kV N0 1 SOYAUX;16374;Soyaux;;< 5 MW;;;;;;
SQUIVP3;POSTE 63kV N0 1 SQUIVIDAN;29051;Ergué-Gabéric;;< 5 MW;zone soutirage;;;;;
SQUIVP6;POSTE 225kV N0 1 SQUIVIDAN;29051;Ergué-Gabéric;;< 5 MW;zone soutirage;;;;;
SSAG5P3;POSTE 63kV N0 1 ST-AGATHON;22272;Saint-Agathon;;< 5 MW;;;;;;
SSAL5P3;POSTE 63kV N0 1 ST-PIERRE-D ALBIGNY;73079;Châteauneuf;;< 5 MW;zone soutirage;;;;;
SSALBP3;POSTE 63kV N0 1 ST-ALBAN;31467;Saint-Alban;;< 5 MW;zone soutirage;;;;;
SSAM5P3;POSTE 63kV N0 1 ST-AMAND;59526;Saint-Amand-les-Eaux;;< 5 MW;zone soutirage;;;;;
SSAMAP4;POSTE 90kV N0 1 SAINT-AMAND-MONTROND;18197;Saint-Amand-Montrond;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SSAMOP6;POSTE 225kV N0 1 ST AMOUR;69123;Lyon;;< 5 MW;zone soutirage;;;;;
SSAN5P3;POSTE 63kV N0 1 ST-ANTONIN;82155;Saint-Antonin-Noble-Val;;< 5 MW;zone soutirage;;;;;
SSANGP4;POSTE 90kV N0 1 ST-JEAN-D ANGELY;17347;Saint-Jean-d'Angély;;< 5 MW;;;;;;
SSANJP4;POSTE 90kV N0 1 ST-SYLVAIN-D'ANJOU;49323;Verrières-en-Anjou;;< 5 MW;zone soutirage;;;;;
SSARDP3;POSTE 63kV N0 1 ST-JEAN D ARDIERES;69019;Belleville-en-Beaujolais;;< 5 MW;zone soutirage;;;;;
SSAU5P3;POSTE 63kV N0 1 ST-AUBIN;91679;Villiers-le-Bâcle;;< 5 MW;zone soutirage;;;;;
SSAU5P6;POSTE 225kV N0 1 ST-AUBIN;91679;Villiers-le-Bâcle;;< 5 MW;zone soutirage;;;;;
SSAUBP3;POSTE 63kV N0 1 ST-AUBAN;04049;Château-Arnoux-Saint-Auban;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;gabarit en injection;< 5 MW;Moyenne-Durance;55 MW
SSAUBP6;POSTE 225kV N0 1 ST-AUBAN;04049;Château-Arnoux-Saint-Auban;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SSAVOP3;POSTE 63kV N0 1 ST-AVOLD;57606;Saint-Avold;;< 5 MW;;;;;;
SSAVOP6;POSTE 225kV N0 1 ST-AVOLD;57606;Saint-Avold;;< 5 MW;;;;;;
SSAVOP7;POSTE 400kV N0 1 ST-AVOLD;57606;Saint-Avold;;< 5 MW;;;;;;
SSBAIP4;POSTE 90kV N0 1 ST-PIERRE-DE-BAILLEUL;27589;Saint-Pierre-de-Bailleul;;< 5 MW;zone soutirage;;;;;
SSBAIP6;POSTE 225kV N0 1 ST-PIERRE-DE-BAILLEUL;27589;Saint-Pierre-de-Bailleul;;< 5 MW;zone soutirage;;;;;
SSBARP3;POSTE 63kV N0 1 STE-BARBE;21568;Saint-Rémy;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SSBE5P3;POSTE 63kV N0 1 ST-BERNARD;01339;Saint-Bernard;;< 5 MW;zone soutirage;;;;;
SSBLAP3;POSTE 63kV N0 1 ST-BLAISE;67424;Saint-Blaise-la-Roche;;< 5 MW;;;;;;
SSBONP3;POSTE 63kV N0 1 ST-BONNET (-LE-CHATEAU);42312;La Tourette;;< 5 MW;zone soutirage;;;;;
SSBOUP4;POSTE 90kV N0 1 ST-PHILBERT-DE-BOUAINE;85262;Saint-Philbert-de-Bouaine;;< 5 MW;zone soutirage;;;;;
SSBR6P4;POSTE 90kV N0 1 ST-BRICE-EN-COGLES;35257;Maen Roch;;< 5 MW;zone soutirage;;;;;
SSBRIP3;POSTE 63kV N0 1 ST-BRIEUC;22278;Saint-Brieuc;;< 5 MW;;;;;;
SSCALP4;POSTE 90kV N0 1 ST-CALAIS;72269;Saint-Calais;;< 5 MW;zone soutirage;;;;;
SSCASP3;POSTE 63kV N0 1 ST-CASSIEN;83133;Tanneron;;< 5 MW;;;;;;
SSCECP3;POSTE 63kV N0 1 STE-CECILE-LES-VIGNES;84106;Sainte-Cécile-les-Vignes;;< 5 MW;zone soutirage;;;;;
SSCERP3;POSTE 63kV N0 1 ST-CERE;46251;Saint-Céré;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SSCESP3;POSTE 63kV N0 1 ST-CESAIRE;30189;Nîmes;;< 5 MW;zone soutirage;;;;;
SSCESP6;POSTE 225kV N0 1 ST-CESAIRE;30189;Nîmes;;< 5 MW;zone soutirage;;;;;
SSCH6P3;POSTE 63kV N0 1 ST-CHARLES;54547;Vandœuvre-lès-Nancy;;< 5 MW;zone soutirage;;;;;
SSCHAP3;POSTE 63kV N0 1 ST-CHAMAS;13092;Saint-Chamas;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SSCHAP6;POSTE 225kV N0 1 ST-CHAMAS;13092;Saint-Chamas;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SSCHRP3;POSTE 63kV N0 1 ST-CHRISTOL;34246;Entre-Vignes;;< 5 MW;zone soutirage;;;;;
SSCHRP6;POSTE 225kV N0 1 ST-CHRISTOL;34246;Entre-Vignes;;< 5 MW;zone soutirage;;;;;
SSCL5P3;POSTE 63kV N0 1 ST-CLAUDE;39478;Saint-Claude;;< 5 MW;;;;;;
SSCLAP3;POSTE 63kV N0 1 ST-CLAIR;38378;Saint-Clair-du-Rhône;;< 5 MW;zone soutirage;;;;;
SSCO6P3;POSTE 63kV N0 1 ST-COULITZ;29243;Saint-Coulitz;;< 5 MW;zone soutirage;;;;;
SSCONP4;POSTE 90kV N0 1 ST-CONTEST;14566;Saint-Contest;;< 5 MW;;;;;;
SSCOUP4;POSTE 90kV N0 1 ST-PIERRE-LA-COUR;53247;Saint-Pierre-la-Cour;;< 5 MW;zone soutirage;;;;;
SSCUBP3;POSTE 63kV N0 1 ST-ANDRE-DE-CUBZAC;33366;Saint-André-de-Cubzac;;< 5 MW;;;;;;
SSCYPP3;POSTE 63kV N0 1 ST-CYPRIEN;66171;Saint-Cyprien;;< 5 MW;zone soutirage;;;;;
SSCYRP3;POSTE 63kV N0 1 ST-CYR-SUR-MER;83112;Saint-Cyr-sur-Mer;;< 5 MW;zone soutirage;;;;;
SSDALP3;POSTE 63kV N0 1 ST-DALMAS;06163;Tende;;< 5 MW;zone soutirage;;;;;
SSDIEP3;POSTE 63kV N0 1 ST-DIE;88424;Sainte-Marguerite;;< 5 MW;;;;;;
SSDOUP4;POSTE 90kV N0 1 ST-DOULCHARD;18205;Saint-Doulchard;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SSEGRP3;POSTE 63kV N0 1 ST-EGREVE;38382;Saint-Égrève;;< 5 MW;zone soutirage;;;;;
SSELOP3;POSTE 63kV N0 1 ST-ELOI;58238;Saint-Éloi;;< 5 MW;;;;;;
SSELOP6;POSTE 225kV N0 1 ST-ELOI;58238;Saint-Éloi;;< 5 MW;;;;;;
SSELOP7;POSTE 400kV N0 1 ST-ELOI;58238;Saint-Éloi;;< 5 MW;;;;;;
SSESTP3;POSTE 63kV N0 1 ST-ESTEVE;13093;Saint-Estève-Janson;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SSESTP6;POSTE 225kV N0 1 ST-ESTEVE;13093;Saint-Estève-Janson;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;;;;
SSEULP3;POSTE 63kV N0 1 STE-EULALIE;33397;Sainte-Eulalie;;< 5 MW;zone soutirage;;;;;
SSFENP3;POSTE 63kV N0 1 ST-PAUL-DE-FENOUILLET;66187;Saint-Paul-de-Fenouillet;;< 5 MW;zone injection PV;du 1er mai au 2 septembre inclus;gabarit en injection;< 5 MW;Baixas;210 MW
